name,link,location,date
"Physician Assistant / APRN Pediatrics - Gainesville",https://www.indeed.com/rc/clk?jk=1ed78614c345a12b&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA required. Acute Care ARNP or PA required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nMinimum: Bachelor’s Degree from an Accredited PA program and National Board Certification; Master’s degree from Accredited PA program preferred.\n--or--\nBachelor’s degree in Nursing and Graduate from a school of nursing for Advanced Practice Nursing with certification in area of specialty; Master’s degree in Nursing preferred.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nFlorida ARNP\u002FPA license and BLS are required.",
"Physician Assistant",https://www.indeed.com/rc/clk?jk=3bc33e9af83f955a&fccid=&vjs=3,"Overview:[\nHalifax Health is seeking an Physician Assistant for Emergency Services.\n]Summary:[\nThe Advanced Practice Registered Nurse (APRN) or Physician Assistant (PA) is an independent health care provider who, working collaboratively within a multi-disciplinary heatlh team, is responsible for patient evaluation and care through the performance of pertinent history and physical examination, assessment of needs and delivery of appropriate treatment. Provides medical care and health teaching to an assigned group of adult and geriatric patients in both inpatient and outpatient settings.\n]Job Qualifications:\nGraduate of an accredited program leading to certification as a Physician's Assistant\u002FAdvanced Registered Nurse Practitioner required.\nCurrent licensure and certification required by the State of Florida to practice as a Nurse Practitioner or PA.\nMust be skilled in providing care for adolescent, adult and geriatric patients.\nMust possess exceptional interpersonal skills necessary to instruct patients and their families and to collaborate with health team members.\nJob Duties and Responsibilities:\nConducts comprehensive or episodic health assessment of adolescent, adult and geriatric patients with real or potential acute and\u002For chronic health problems which may include the psychological, cognitive and personal assets and limitations of the patient\u002Ffamily, with an emphasis on wellness.\nPrescribes and regulates medications per written physicians agreement.\nDocuments health appraisal data necessary to maintain, coordinate and\u002For expedite required services.\nAssumes responsibility and accountability for time management, professional relationships and interpersonal interactions.\nProvides educational programs as needed.\nInitiates IV lines and\u002For administer medications.\nServe as liaison between medical and nursing personnel.\nAbout Us:[\nHalifax Health\nRecognized by The Joint Commission as a Top Performer on Key Quality Measures, Halifax Health serves Volusia and Flagler counties, providing a continuum of healthcare services through a network of organizations including a tertiary hospital, community hospital, psychiatric services, a cancer treatment center with four outreach locations, the area&rsquo;s largest hospice, a center for inpatient rehabilitation, primary care walk-in clinics, a walk-in clinic specializing in women&rsquo;s health, two community clinics, three children&rsquo;s medical practices, a home healthcare agency, and an exclusive provider organization. Halifax Health offers the area&rsquo;s only Level II Trauma Center, Comprehensive Stroke Center, Pediatric Intensive Care Unit, Pediatric Emergency Department, Child and Adolescent Behavioral Services, complete Neurosurgical Services, OB Emergency Department and Level II Neonatal Intensive Care Unit that cares for babies born as early as 28 weeks. For more information, visit halifaxhealth.org.\n]",
"APRN / Physician Assistant Med-Onc Clinic - Gainesville",https://www.indeed.com/rc/clk?jk=0b521756bf01fb41&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA required. Acute Care ARNP or PA required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nMinimum: Bachelor’s Degree from an Accredited PA program and National Board Certification; Master’s degree from Accredited PA program preferred.\n--or--\nBachelor’s degree in Nursing and Graduate from a school of nursing for Advanced Practice Nursing with certification in area of specialty; Master’s degree in Nursing preferred.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nFlorida ARNP\u002FPA license and BLS are required.",
"APRN / Physician Assistant Psychiatry - Gainesville",https://www.indeed.com/rc/clk?jk=daeb13ff4c5c2b1d&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nMinimum: Bachelor’s Degree from an Accredited PA program and National Board Certification; Master’s degree from Accredited PA program preferred.\n--or--\nBachelor’s degree in Nursing and Graduate from a school of nursing for Advanced Practice Registered Nurse with license in area of specialty; Master’s degree in Nursing preferred.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nFlorida APRN\u002FPA license and BLS are required.",
"Pa-C/ARNP Managed Care",https://www.indeed.com/rc/clk?jk=759192a18fca8c56&fccid=90637f1cd721df37&vjs=3,"The Nurse Practitioner or Physician Assistant will provide direct patient care to a specific out-patient and in-patient population. Graduation from an accredited Nurse Practitioner or PA Program. Current Certification. Current licensure as a Nurse Practitioner or PA in the practicing state.\n\nIntermediate knowledge of and experience utilizing a personal computer and word processing software required. Ability to observe, assess, and record symptoms, reactions, and progress. Ability to perform medical examinations using standard medical procedures. Knowledge of patient care charts and patient histories.\n\nAbility to maintain quality, safety, and\u002For infection control standards. Ability to make administrative and procedural decisions. Ability to educate patients and\u002For families as to the nature of disease and to provide instruction on proper care and treatment. Knowledge of primary care principles and practices.\n\nKnowledge of related accreditation and certification requirements. Knowledge of CPR and emergency medical procedures. Knowledge of current and emerging trends in technologies, techniques, issues, and approaches in area of expertise. Knowledge of clinical operations and procedures.\n\nAbility to react calmly and effectively in emergency situations. Knowledge of drugs and their indications, contraindications, dosing, side effects, and proper administration. Ability to clearly communicate medical information to professional practitioners and\u002For the general public.",
"PHYSICIAN/PA/APRN - URGENT CARE PEDIATRICS/PER DIEM",https://www.indeed.com/rc/clk?jk=a2d52945d3e937ba&fccid=17184d3281237d62&vjs=3,"Brevard County's best kept secret! Come join us for an exciting career in healthcare!\nThe Brevard Health Alliance is seeking dedicated Urgent Care Physician or Physician Assistant (PA) to fulfill our mission in providing the absolute best health care to the underserved population of Brevard County. We operate eight clinics and a mobile unit from Titusville to Malabar, providing medical, dental, urgent care, behavioral health, OB\u002FGYN and specialty care, and serve over 55,000 patients annually, Our objective is to provide a primary health care home for our patients.\nWe are currently expanding operations in several of our locations. If you are seeking a professional work environment, with competitive salaries, and an outstanding package of benefits, including a 401k plan with matching contributions, you need to apply on our website at bhachc.org\nRequirements for the Urgent Care Physician position are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nDoctor of Medicine (M.D.) or Doctor of Osteopathic Medicine (D.O.) degree in Family Medicine, Internal Medicine or Pediatrics from an accredited medical school. Board Certified within two (2) years of completion of residency in Family Medicine, Internal Medicine or Pediatrics.\nClear and active Florida Medical License\nActive Drug Enforcement Administration (DEA) License\nMinimum three (3) years of experience as a practicing physician; experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nExtensive knowledge of the information and techniques needed to diagnose and treat human injuries, diseases, and ailments. This includes symptoms, treatment alternatives, drug properties, and interactions, and preventative health-care measures\nRequirements for the Urgent Care Physician Assistant (PA) position are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nMaster of Science in Nursing from an educational institution approved by the Florida Department of Health\nClear and active Florida Physician Assistant licensure\nthree (3) + years' experience of related clinical experience. Experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nExperience working various outpatient settings\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nAbility to speak and understand the English language to effectively communicate with patients\nExtensive knowledge of physical assessment, differential diagnosis, pathophysiology\nRequirements for the Advanced Practice Registered Nurse (APRN) positions are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nMaster of Science in Nursing from an educational insitution approved by the Florida Department of Health\nClear and active Florida Advanced Practice Registered Nurse licensure\n3+ years' experience of related clinical experience. Experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nExperience working in various outpatient settings\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nAbility to speak and understand the English language to effectively communicate with patients\nExtensive knowledge of physical assessment, differential diagnosis, pathophysiology\n*** This position is for Urgent Care Hours: 2:30pm - 11:00pm Monday thru Friday AND 11:00am - 11:00pm Saturday***",
"PHYSICIAN/PA/APRN-FAMILY PRACTICE",https://www.indeed.com/rc/clk?jk=d3d565db456ddbb8&fccid=17184d3281237d62&vjs=3,"Brevard County's best kept secret! Come join us for an exciting career in healthcare!\nThe Brevard Health Alliance is seeking dedicated Family Practice Physician to fulfill our mission in providing the absolute best health care to the underserved population of Brevard County. We operate eight clinics and a mobile unit from Titusville to Malabar, providing medical, dental, urgent care, behavioral health, OB\u002FGYN and specialty care, and serve over 55,000 patients annually, Our objective is to provide a primary health care home for our patients.\nWe are currently expanding operations in several of our locations. If you are seeking a professional work environment, with competitive salaries, and an outstanding package of benefits, including a 401k plan with matching contributions, you need to apply on our website at bhachc.org\nRequirements for the Family Practice Physician position are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nDoctor of Medicine (M.D.) or Doctor of Osteopathic Medicine (D.O.) degree in Family Medicine, Internal Medicine or Pediatrics from an accredited medical school. Board Certified within two (2) years of completion of residency in Family Medicine, Internal Medicine or Pediatrics.\nClear and active Florida Medical License\nActive Drug Enforcement Administration (DEA) License\nMinimum three (3) years of experience as a practicing physician; experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nExtensive knowledge of the information and techniques needed to diagnose and treat human injuries, diseases, and ailments. This includes symptoms, treatment alternatives, drug properties, and interactions, and preventative health-care measures\nRequirements for the Physician Assistant (PA) position are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nMaster of Science in Nursing from an educational institution approved by the Florida Department of Health\nClear and active Florida Physician Assistant licensure\nthree (3) + years' experience of related clinical experience. Experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nExperience working various outpatient settings\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nAbility to speak and understand the English language to effectively communicate with patients\nExtensive knowledge of physical assessment, differential diagnosis, pathophysiology\nRequirements for the Advanced Practice Registered Nurse (APRN) positions are:\nGENERAL EDUCATION QUALIFICATIONS\u002FREQUIREMENTS\nMaster of Science in Nursing from an educational insitution approved by the Florida Department of Health\nClear and active Florida Advanced Practice Registered Nurse licensure\n3+ years' experience of related clinical experience. Experience in a primary health care environment, community health center or Federally Qualified Health Center (FQHC) preferred\nExperience working in various outpatient settings\nCurrent Basic Life Support (BLS) for Healthcare Providers from the American Heart Association\nProficient in Electronic Medical Records (EMR)\nDemonstrates strong oral and written communication skills\nAbility to speak and understand the English language to effectively communicate with patients\nExtensive knowledge of physical assessment, differential diagnosis, pathophysiology",
"Nurse Practitioner / Physician Assistant - Aging Clinic - Gainesville",https://www.indeed.com/rc/clk?jk=5cacec4b319718cf&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA Required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA Required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nA minimum of a Master’s degree in advanced nursing practice is required.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nCurrent and clear license as an Advanced Practice Registered Nurse (APRN) in the State of Florida. BLS is required.",
"NURSE PRACTITIONER/PHYSICIAN&#039;S ASSISTANT",https://www.indeed.com/rc/clk?jk=e63ae920a120117e&fccid=963f7dd4e6d0d7c0&vjs=3,"The APRN or PA will perform professional care according to established standards and practice and in accordance with the Florida Statutes. The APRN or PA will assist USF Cardiology faculty in the evaluation, management, and treatment of patients at USF Health clinics. The APRN or PA is responsible for the treatment of patients in the outpatient cardiology clinic setting within the scope of practice permitted under Florida law. The APRN or PA may, within a framework of established protocols and collaborative practice agreements, initiate, monitor, and alter drug therapy, initiate appropriate therapies in certain conditions, and perform other acts of diagnosis, treatment, and operation.\n\nPosition Requirements\nEducation, Certification, and Licensing Requirements:\nMSN or MPAS required. Licensed by the State of Florida as an APRN or PA. BLS\u002FAED required and must be maintained.\n\nExperience Requirements:\n\nPrevious nursing experience (RN) preferred.Previous experience as a nurse practitioner or PA preferred but not required.Previous cardiology experience preferred but not required.\nEquivalent combinations of education and experience will be considered.\n\nBusiness Skill Requirements:\nMicrosoft officeElectronic medical recordE&amp;M coding\n\nPreferred Attributes:\n\nWe seek a candidate who is excited to independently practice to his or her full scope of certification and education and act as a team leader and resource to our nursing and ancillary staff. As an academic medical department, we routinely translate evidence-based knowledge into practice and encourage participation in scholarly and quality improvement projects.\n\nCustomer Service Performance\nCUSTOMER SERVICE PERFORMANCE EXPECTATIONS: Courteous and helpful behavior towards patients, physicians, coworkers and external customers; professional and efficient verbal and written communications; accomplishing tasks through teamwork and initiative; and ensuring a timely and thorough response to complaints and\u002For critiques, and anticipating the needs of all you come in contact with.\n\nPhysical Demands\n\nSpecial Instructions to Applicants\n\nLocation TAMPA GENERAL-DAVIS\n\nDepartment Name Internal Medicine - Cardiovascular Sciences\n\nWork Schedule Summary\n\nSpecific Duties and Responsibilities\nPercentage 60\n\nDuties\nProvides timely, follow-up cardiology care to patients recently discharged from the hospital with cardiovascular disease(s). Counsels patients in preventative health and cardiovascular risk factor modification. Performs outpatient stress tests. Monitors patients receiving inotropic infusions. Provides pre- and post-procedure education, assessment, and care to patients in the outpatient setting. Performs comprehensive History and Physical Examinations. Independently provides care to cardiology patients under general or indirect supervision of a physician. Manages medical problems; initiates, monitors and alters therapies; orders diagnostic tests and prescribes therapeutic medication. Regularly confers with faculty physicians regarding diagnosis, treatment, best form of therapy projected, and alerts physicians to abnormal findings. Triages patient phone calls, renews prescriptions, coordinates care and assesses post-procedure problems. Provides continuity of care after discharge and increases patient access to specialized care.\n\nSpecific Duties and Responsibilities\nPercentage 10\n\nDuties\nAssist and coordinate patient care with nursing and ancillary staff in collaboration with the clinic nurse manager. Act as a clinical resource for advanced decision-making in clinic.\n\nSpecific Duties and Responsibilities\nPercentage 10\n\nDuties\nDocumentation of all orders, procedures and patient encounter notes on the patient&rsquo;s electronic medical record.\n\nSpecific Duties and Responsibilities\nPercentage 10\n\nDuties\nRepresents and supports the mission, philosophy and goals of the Department. Participates in clinical and education objectives required for licensure, certification and credentialing. Responsible for assisting in development, implementing and maintaining established departmental and hospital policies and procedures, including quality assurance, environmental, HIPAA, and infectious control regulations. Responsible for development and maintenance of inpatient protocols for APRN OR PA OR PA activity under the direction of USF Cardiology Faculty.\n\nSpecific Duties and Responsibilities\nPercentage 5\n\nDuties\nParticipation in Departmental Conferences, educational activities, and Quality Assurance and Improvement Programs and coordinates Quality Improvement processes.\n\nSpecific Duties and Responsibilities\nPercentage 5\n\nDuties\nOther duties as assigned.",
"Nurse Practitioner / Physician Assistant - Endocrinology Clinic- Gainesville",https://www.indeed.com/rc/clk?jk=66ecb5c32ee39dfb&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA Required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA Required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nA minimum of a Master’s degree in advanced nursing practice is required.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nCurrent and clear license as an Advanced Practice Registered Nurse (APRN) in the State of Florida. BLS is required.",
"Nurse Practitioner/physicians Assistant",https://www.indeed.com/rc/clk?jk=4b69063a9d02f6c2&fccid=2ccefd7fc9f25f0c&vjs=3,"We are looking for a physicians Assistant\u002F Nurse Practitioner (part-time will be considered) to deliver quality care to our practice and admitted nursing home patients. The PA\u002FNP will ensure continuity between clinical practice and standards of care as well as promote and aid in the patient progressing toward discharge at nursing homes. Ideal candidate possesses the following qualifications:\n\nMinimum Qualifications:\nMasters Degree in Nursing\nActive FL NP\u002FPA License\nWell Woman Exams\nOther Skills required\nEffective verbal, written, and electronic communication skills\nOutstanding organization skills and ability to multi-task\nAbility to work without direct supervision and practice autonomously\nAbility to relate well to patients and office staff\nWe offer most major benefits. Please respond with your cover letter and your resume (MS Word) as well as why you are qualified for this position to jobs@mypremierhealthcare.com.",
"APRN / Physician Assistant Surgery Critical Care - Gainesville",https://www.indeed.com/rc/clk?jk=f024c35206161fa9&fccid=2c895ab38c5bf4cc&vjs=3,"For Inpatient assignment, assists the attending physician in the care and management of patients on Inpatient units within the hospital. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. May also see patients in the clinic environment.\n\nFor Emergency Dept. assignment assists the Emergency Department physicians in the comprehensive medical care of the patient, in the emergency department and the chest pain observation unit and in any role the supervisory physician deems appropriate and consistent with applicable law, hospital regulation and licensure and clinical privileges. The incumbent will consult with the supervisory physician to determine the most appropriate care for patients. Acute Care ARNP or PA Required.\n\nFor Clinic assignment, under supervision of an attending physician this position will provide diagnostic and therapeutic health care coverage for patients which will include but not be limited to taking medical histories, performing physical examinations, coordinating lab tests, diagnostic studies, prescribing medications, and providing assistance to the patient regarding a plan of treatment and education. Other duties may include sharing call hours, phone coverage, and seeing admitted patients within the hospital.\n\nFor ICU assignment, assists the attending ICU physician in the care and management of patients. This includes making patient rounds, contributing to the decisions for daily care, writing orders, interacting with consultants, and facilitating and coordinating the scheduling of therapeutic and diagnostic tests and procedures. Will make frequent bedside visits to assess the status of patients and direct care accordingly. Acute Care ARNP or PA Required.\n\nJob Opening Qualifications\n\nMinimum Education and Experience Requirements:\nA minimum of a Master’s degree in advanced nursing practice is required.\nCredentialing: Must meet requirements set of by the Medical Staff Office to obtain and retain privileges to practice as Physician Assistant or Nurse Practitioner within UF Health Shands Hospital and\u002For the Shands UF Healthcare Network, as applicable.\n\nMotor Vehicle Operator Designation:Employees in this position:\nWill operate vehicles for an assigned business purpose as a \"non-frequent driver\"\n\nNOTE: A frequent driver is defined as one who uses his\u002Fher personal or Shands automobile a) at least once daily, b) at least five individual trips per week or c) drives, on average, over 150 miles per week in the performance of his\u002Fher job.\n\nLicensure\u002FCertification\u002FRegistration:\nCurrent and clear license as an Advanced Practice Registered Nurse (APRN) in the State of Florida. BLS is required.",
"Regional Clinical Manager - APRN/PA",https://www.indeed.com/rc/clk?jk=29733ee2a8480b68&fccid=6f55c35a203673f1&vjs=3,"Consortia Health is looking for an experienced Regional Clinical Manager for our Northern Florida Region. In this role you will be reporting to the Chief Operating Officer and will be working closely with the Corporate Management team to oversee clinical policies and procedures. The responsibilities of the Regional Clinical Manager will include, but will not be limited to;\nManaging a team of field based clinicians\nConducting onsite facility visits; this position includes multi-facility oversight\nImplementing clinical systems\nImplementing nurse competency programs\nMaintaining and ensuring quality customer service relations\nThis position will also provide direct patient care on a limited basis\nSchedules periodic site visits to provide supervision, clinical expertise, ensure communication, and to monitor the overall operation\nProvides in-service training and orientation\nWill work collaboratively with leadership to oversee P&amp;L budget for the clinic operations area and implements plans to achieve budgetary goals\nMonitors compliance of all key performance indicators\nProvide continual process improvement including all clinic processes and\u002For services\nMaintain and grow relationships with existing clients\n\nRequirements for Regional Clinical Manager position:\n\nMust be a Nurse Practitioner or Physician Assistant with a license in good standing\nAt least 2 years clinical management experience in the healthcare field.\nAbility to travel locally within your geographic region.\nMust be highly organized and flexible\nDemonstrate quality leadership &amp; motivational skills\nBenefits Include:\n\nHealth, dental, vision, life insurance, Paid time off. 401K retirement plan.",
